
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
event_lessworkdemand_2                  Un paznic a auzit pe cineva zicând ca dacă trebuie să lucreze mai mult de 2 ore, o să "facă locul ăsta zob."
event_lessworkdemand_ignore             Se pare că prizonierii s-au dat bătuți și s-au liniștit. Nu sunt fericiți, dar e bine să le arăți cine este șeful.
event_lessworkdemand_complete                Prizonierii s-au liniștit în legătura cu orele de muncă - Cred că au luat ultimele zile ca pe o vacanță. Putem să-i punem înapoi la muncă fără probleme.

event_moresleepdemand_1                 Mulți prizonieri se plâng că nu au voie să doarmă suficient, cea ce îi face destul de irascibili.
event_moresleepdemand_2                 Au zis că dacă nu pot dormi cel puțin 7 ore pe noapte, vor începe să ne facă probleme.
event_moresleepdemand_ignore            Se pare că prizonierii au rămas fără vlagă și au renunțat la protestul lor legat de lipsa de somn. Probabil că sunt prea obosiți.
event_moresleepdemand_complete          Toată treaba asta cu programul de somn al prizonierilor a trecut, așa că poți schimba programul la loc dacă vrei.

event_morefreetimedemand_1              Aparent, prizonierii sunt nemulțumiți de cantitate mică de timp liber pe care o au în programul lor de zi cu zi.
event_morefreetimedemand_2              Paznicii au auzit zvonuri cum că dacă treburile nu se schimbă în curând, prizonierii vor începe să cauzeze câteva daune.
event_morefreetimedemand_ignore         Prizonierii s-au calmat și au încetat să ne mai facă probleme pentru lipsa lor de timp liber. Poate și-au dat și ei seama că vor avea chiar mai puțin timp liber dacă sunt mereu în carceră.
event_morefreetimedemand_complete       Cererile prizonierilor pentru mai mult timp liber au fost satisfăcute suficient, așa că poți să le schimbi programul cum vrei tu.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake                    Prizonieri În Curs De Sosire
objective_tvremovaldemand               Elimină Televizoarele din Camerele De Zi
objective_tvremovaldemand_child         Asigură-te că nu mai sunt Televizoare în Camerele De Zi
objective_weightsremovaldemand          Elimină Băncile De Forță din Curți
objective_weightsremovaldemand_child    Asigură-te că nu mai sunt Bănci De Forță în Curți
objective_lessfooddemand                Redu Calitatea și Cantitatea Mâncării la nivelul ”Scăzut”
objective_lessfooddemand_child          Modifică calitatea și cantitatea meselor prizonierilor până la nivelul ”scăzut”
objective_removevisitationdemand        Elimină Toate Camerele De Vizitare
objective_removevisitationdemand_child  Nu oferi nici o cameră de vizită până când nu este evaluat nivelul de securitate
objective_virus                         Epidemie Virus
objective_virus_child                   Nr. Total De Prizonieri Infectați:
objective_massassassination             Martor Federal\nDată Depunere Mărturie
objective_massassassination_child       Martori Supraviețuitori:
objective_lessworkdemand                Prizonierii Cer Mai Puțină Muncă
objective_lessworkdemand_child          Redu numărul de ore de muncă până la 2 pe zi sau mai puțin
objective_moresleepdemand               Permite-le Prizonierilor Să Doarmă Mai Mult
objective_moresleepdemand_child         Mărește numărul de ore de somn până la cel puțin 7 pe zi
objective_morefreetimedemand            Permite-le Prizonierilor Mai Mult Timp Liber
objective_morefreetimedemand_child      Crește timpul liber până la cel puțin 6 ore pe zi

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name                     Directorul
warden_default_desc                     Cel mai echilibrat om de pe planetă. Își face treaba și nimic altceva. Oamenii pur și simplu îi spun Directorul.
warden_lobbyist_name                    Lobbyist-ul
warden_lobbyist_desc                    Lobbyist-ul are prieteni în poziții înalte și se asigură că prioznierii care sunt mai ușor de controlat vor veni la el.\n\n – Înjumătățește șansele de a primi prizonieri care sunt Violenți, Letali, Volatili, Periculoși sau Luptători.
warden_lobbyist_desc_short              – Înjumătățește șansele de a primi prizonieri care sunt Violenți, Letali, Volatili, Periculoși sau Luptători.
warden_fear_name                        Rita
warden_fear_desc                        Nemiloasă și înfiorătoare, Rita este cunoscută pentru felul în care își conduce închisorile prin frică. Zvonurile cum că ar purta un bici s-ar putea să fie exagerări.\n\n – Înjumătățește șansele ca prizonierii să fie Stoici sau Fără Frică\n – Prizonierii devin docili de două ori mai repede
warden_fear_desc_short                  – Înjumătățește șansele ca prizonierii să fie Stoici sau Fără Frică\n – Prizonierii devin docili de două ori mai repede
warden_tunnels_name                     J.W. Periwinkle
warden_tunnels_desc                     Directorul Periwinkle zice că a fost genist în război. Nu specifică ce război, dar clar știe multe despre săpat tunele.\n\n – Câinii de pază au o șansă de 50% să găsească în totalitate orice tunel detectat de ei
warden_tunnels_desc_short               – Câinii de pază au o șansă de 50% să găsească în totalitate orice tunel detectat de ei
warden_calming_name                     Pacificatorul
warden_calming_desc                     Pacificatorul are neobișnuitul talent de a calma până și cei mai violenți indivizi. Până și un prizonier care doar a stat cu el în aceeași cameră devine docil și ascultător.\n\n – Reduce temperatura totală a închisorii tale, scăzând șansele ca prizonierii tăi să cauzeze probleme
warden_calming_desc_short               – Reduce temperatura totală a închisorii tale, scăzând șansele ca prizonierii tăi să cauzeze probleme
warden_contraband_name                  Saphara Acknova
warden_contraband_desc                  Saphara Acknova are o reputație excelentă și un dosar curat ca lacrima. Dar în spatele scenei, afacerile murdare și șpaga nu sunt concepte străine pentru ea.\n\n – Primește o parte mică din valoarea de vânzare a mărfurilor de contrabandă găsite\n – Prizonierii prinși cu marfă de contrabandă vor fi 'amendați' direct din economiile lor
warden_contraband_desc_short            – Primește o parte mică din valoarea de vânzare a mărfurilor de contrabandă găsite\n – Prizonierii prinși cu marfă de contrabandă vor fi 'amendați' direct din economiile lor
buildtoolbar_wardenlobbyist             Lobbyist-ul
buildtoolbar_tooltip_wardenlobbyist     Primești mai puțini prizonieri violenți în închisoarea ta
interfacetopbar_tension_calmingwarden   - Directorul tău are un efect calmant asupra prizonierilor
warden_consultingfee                    Taxă De Consultație

# =============================================================================
# Crime names
# =============================================================================

crime_bribery                     Mită
crime_aggravatedburglary          Spargere Agravată
crime_burglary                    Spargere
crime_arson                       Incendiere
crime_criminaldamage              Pagube Penale
