
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Νέο
adviser_deathrow_designation3           Στη συνέχεια όρισε την αίθουσα Εκτέλεσης στον μεγαλύτερο χώρο.

objective_deathrow_designatecell        Όρισε ένα Κελί
objective_deathrow_designateexecution   Όρισε μια αίθουσα Εκτέλεσης

adviser_deathrow_roomrequirements1      Πριν λειτουργήσουν, αυτά τα νέα Δωμάτια έχουν ορισμένες απαιτήσεις.    
adviser_deathrow_roomrequirements2      Το Κελί χρειάζεται ένα Κρεβάτι και μια Τουαλέτα.
adviser_deathrow_roomrequirements3      Η αίθουσα Εκτέλεσης χρειάζεται την Ηλεκτρική καρέκλα.

objective_deathrow_cellobjects1         Φτιάξε ένα Κρεβάτι
objective_deathrow_cellobjects2         Φτιάξε μια Τουαλέτα
objective_deathrow_executionobjects     Φτιάξε μια Ηλεκτρική καρέκλα

adviser_deathrow_optional1              Αυτά είναι τα βασικά που έπρεπε να γίνουν. Όμως υπάρχουν μερικές ακόμα βελτιώσεις που μπορείς να κάνεις.
adviser_deathrow_optional2              Εσύ αποφασίζεις, δεν είναι κάτι το απαραίτητο. Εξαρτάται από το πόσο ενδιαφέρεσαι για τους κρατουμένους σου και το περιβάλλον τους.
adviser_deathrow_optional3              Το Κελί θα μπορούσε να βελτιωθεί μ' ένα Παράθυρο με εξωτερική θέα και ένα μικρό Ράφι.    
adviser_deathrow_optional4              Το σύνολο των εγκαταστάσεων θα ήταν πιο εμφανίσιμο, αν είχε δάπεδο από υλικό υψηλότερης ποιότητας, όπως Ξύλο ή Μωσαϊκό.
adviser_deathrow_optional5              Απέξω θα μπορούσες να προσθέσεις λίγο φωτισμό και, αν θεωρείς ότι χρειάζεται, να στρώσεις ένα μονοπάτι.

adviser_deathrow_transfer05             Αυτός είναι ο λεγάμενος, ο Έντουαρντ Ρόμζι. Κάποτε ήταν δάσκαλος, όσο απίστευτο και αν ακούγεται.
adviser_deathrow_transfer06             Δεν αποφασίζουμε εμείς αν του αξίζει αυτή η τιμωρία. Αυτή την απόφαση την πήρε ο Νόμος. Εμείς είμαστε εδώ μονάχα για να κάνουμε τη δουλειά μας.
adviser_deathrow_transfer1              Από τη στιγμή που θεωρήσεις ότι οι εγκαταστάσεις είναι έτοιμες, μπορείς να αρχίσεις τη Μεταφορά του κρατούμενου.
adviser_deathrow_transfer2              Κάνε κλικ πάνω στη φωτογραφία πολαρόιντ στο κελί του για να αρχίσεις τη μεταφορά.

objective_deathrow_path                 (ΠΡΟΑΙΡΕΤΙΚΟ) Φτιάξε ένα Μονοπάτι που οδηγεί στις νέες εγκαταστάσεις
objective_deathrow_window               (ΠΡΟΑΙΡΕΤΙΚΟ) Πρόσθεσε ένα Παράθυρο στο Κελί
objective_deathrow_bookshelf            (ΠΡΟΑΙΡΕΤΙΚΟ) Πρόσθεσε ένα Ράφι στο Κελί
objective_deathrow_flooring             (ΠΡΟΑΙΡΕΤΙΚΟ) Κάλυψε το δάπεδο με υλικά υψηλότερης ποιότητας
objective_deathrow_outerlights          (ΠΡΟΑΙΡΕΤΙΚΟ) Τοποθέτησε εξωτερικό φωτισμό γύρω από τις εγκαταστάσεις
objective_deathrow_transferinmate       Αφού τελειώσεις, ξεκίνα τη Μεταφορά κρατουμένου κάνοντας κλικ στη φωτογραφία πολαρόιντ στο κελί του Έντουαρντ.

adviser_deathrow_setupmurder1           Δεν αξίζει ούτε ίχνος συμπόνιας αυτός ο τύπος. Είναι ένας ψυχρός δολοφόνος, πέρα για πέρα ένοχος.  
adviser_deathrow_setupmurder2           Το ομολόγησε μάλιστα. Θες ν' ακούσεις πώς περιγράφει ο ίδιος όσα έκανε;    
adviser_deathrow_setupmurder3           Έχει ζουμί η ιστορία. «Η ώρα ήταν κάπου 11 το βράδυ. Τα φώτα ήταν ήδη αναμμένα. Το ήξερα ότι η γυναίκα μου ήταν στο σπίτι...»
adviser_deathrow_postmurder1            Όπως είπα και πριν, ψυχρός δολοφόνος.
adviser_deathrow_postmurder2            Είναι ολοφάνερο, αν θες τη γνώμη μου. Του αξίζει να ψηθεί στα κάρβουνα.
adviser_deathrow_postmurder3            Όλοι οι άνθρωποι αξίζουν τη συγχώρεση, ακόμα και αυτός. Είσαι τόσο σίγουρος για τον εαυτό σου, που μπορείς να κρίνεις τους άλλους αμετάκλητα;
adviser_deathrow_postmurder4            Το να πιάσεις στα πράσα τη γυναίκα σου με έναν άλλο άντρα δεν είναι δικαιολογία για αυτό που έκανε.  
