
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              새로시작
event_massassassination_2               그들을 대상으로 공격이 가해졌소. 그들이 살아 있어야만 하오. 이 재소자들을 확인해서 재판이 열릴 때까지 안전하게 보호할 필요가 있소.
event_massassassination_3_x             이 사실을 너무 늦게 알게 되었고, 따라서 공격이 또 시작될 때까지 시간이 별로 없소.

event_tvremovaldemand_1                 재소자들을 위한 편의시설에 대해 언론이 보도를 시작하면서 내 사무실 전화에 비난이 빗발치고 있소.
event_tvremovaldemand_2                 내가 교도소 내 공동휴게실에서 TV를 금지하는 법을 통과시킬 거요. 그러니 휴게실에서 모든 TV를 철거하지 않으면, 벌금을 물게 될 거요. 주어진 시간은 6 시간이오. 
event_tvremovaldemand_fine              이제 휴게실에서 TV가 법으로 금지되었는데, 당신이 아직 TV를 철거하지 않아서 벌금이 부과되었소. 철거할 때까지 벌금이 계속 부과될 거요. 
event_tvremovaldemand_complete          이제 언론이 다른 쪽으로 눈을 돌리고 있고, 휴게실에서 TV를 치우는 법안이 철회되었소. 원한다면 TV를 다시 설치하시오.

event_weightsremovaldemand_1            재소자들을 위한 편의시설에 대해 언론이 보도를 시작하면서 내 사무실 전화에 비난이 빗발치고 있소.
event_weightsremovaldemand_2            내가 교도소 운동장에서 운동 장비를 금지하는 법을 통과시킬 거요. 그러니 운동장에서 모든 역기를 철거하지 않으면, 벌금을 물게 될 거요. 주어진 시간은 6시간이오.
event_weightsremovaldemand_fine         이제 운동장에서 역기가 법으로 금지되었는데, 당신이 아직 역기를 철거하지 않아서 벌금이 부과되었소. 철거할 때까지 벌금이 계속 부과될 거요. 
event_weightsremovaldemand_complete     이제 언론이 다른 쪽으로 눈을 돌리고 있고, 운동장에서 역기를 치우는 법안이 철회되었소. 원한다면 다시 설치하시오.

event_lessfooddemand_1                  위원회는 우리 시설에서 비용 절감 대책을 실험하기로 결정했고, 당신의 교도소도 여기에 포함되었소.
event_lessfooddemand_2                  그러니 당신의 교도소에서 배식량과 식단의 가짓수를 줄여서 이것이 전체 예산에 미치는 영향을 살펴볼 필요가 있소. 
event_lessfooddemand_fine               당신이 우리가 요구한 새로운 급식 정책을 실행하지 않았으니, 절감 예상액을 당신의 자금에서 직접 환수할 거요. 내가 요구한대로 할 때까지 이것이 계속될 거요.
event_lessfooddemand_complete           식비 예산 실험이 끝났고 실험 결과가 그리 확실치 않소. 그러니 원한다면 당신의 급식 정책을 다시 실행해도 좋소.

event_removevisitationdemand_1          다른 시설에서 벌어진 사건으로 교도소에 가족 면회 시 보안 검사와 관련한 잠재적인 문제가 부각되었소.
event_removevisitationdemand_2          면회 과정을 제대로 검토할 때까지, 모든 면회를 중지해야 하오. 12시간 내에 교도소 내의 모든 면회실을 철거하시오.
event_removevisitationdemand_fine       현재의 보안 문제에도 불구하고 교도소에서 면회실을 철거하지 않아서, 벌금이 부과되었소. 철거할 때까지 계속 벌금이 부과될 것이오.
event_removevisitationdemand_complete   면회 과정에 대한 보안 검토가 끝났으니, 원한다면 교도소에 면회실을 다시 설치해도 좋소.

event_lessworkdemand_1                  재소자들이 작업 시간을 불만스럽게 여겨서 시간을 줄여주지 않으면 말썽을 일으킬 계획이라는 얘기를 방금 들었소. 
event_lessworkdemand_2                  한 교도관이 누군가 하루에 2시간 이상 일해야 한다면 그곳을 '쑥대밭으로 만들겠다'고 말하는 걸 엿들은 모양이요.
event_lessworkdemand_ignore             재소자들이 포기하고 잠잠해진 것 같소. 그들이야 탐탁치 않겠지만, 여기서 누가 갑인지 그들에게 보여줄 필요가 있소. 
event_lessworkdemand_complete                재소자들이 이제 작업 시간에 대해 안정을 되찾았소. 내 생각에는 그들이 지난 며칠 간이 휴가라고 생각한 것 같소. 이제 문제 없이 그들을 다시 일하게 만들 수 있소. 

event_moresleepdemand_1                 재소자들이 수면 시간이 충분히 허락되지 않아 무척 짜증스러워 한다는 민원을 받았소.
event_moresleepdemand_2                 재소자들은 야간에 적어도 7시간의 수면 시간이 주어지지 않으면 말썽을 일으키겠다고 말했소.
event_moresleepdemand_ignore            재소자들이 마침내 김이 빠져서 수면 시간 부족에 대한 시위를 포기한 것 같소. 아마 너무 피곤했던 것 같소.
event_moresleepdemand_complete          재소자 취침 일정과 관련한 문제가 마침내 해결되었으니, 원한다면 일정을 다시 변경해도 좋소.

event_morefreetimedemand_1              수감자들이 하루 일과 중에 자유 시간이 적은 것에 불만이 있는 것 같소.
event_morefreetimedemand_2              뭔가 조치가 취해지지 않으면 소란을 일으키겠다고 재소자들이 속삭이는 소리를 교도관이 엿들었소.
event_morefreetimedemand_ignore         재소자들이 자유 시간 부족에 대해 말썽을 일으키는 것을 멈추고 잠잠해졌소. 독방에 갇히면 자유 시간이 더 줄어들 것임을 깨달은 모양이오.
event_morefreetimedemand_complete       자유 시간 증가에 대한 재소자들의 요구는 들어줄만큼 들어줬소. 이제 원한다면 다시 일정을 변경해도 좋소. 

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake                    재소자 입소
objective_tvremovaldemand               공동휴게실에서 TV를 철거하세요.
objective_tvremovaldemand_child         공동휴게실에 TV가 없도록 조치하세요.
objective_weightsremovaldemand          운동장에서 역기를 제거하세요.
objective_weightsremovaldemand_child    운동장에 역기가 없도록 조치하세요.
objective_lessfooddemand                배식량과 식단 가짓수를 줄이세요.
objective_lessfooddemand_child          재소자들의 배식량과 식단 가짓수를 줄이세요.
objective_removevisitationdemand        모든 면회실을 철거하세요.
objective_removevisitationdemand_child  보안 검토가 끝날 때까지 교도소에 면회실이 없도록 조치하세요.
objective_virus                         바이러스 발생
objective_virus_child                   총 감염 재소자:
